Parent ID number,ID number,Short name,Description,Description format,Scale values,Scale configuration,Rule type (optional),Rule outcome (optional),Rule config (optional),Cross-referenced competency ID numbers,Exported ID (optional),Is framework,Taxonomy
BCC-NEO-C3-P1,BCC-NEO-C3-P1-L1,BCC3.1 ⭐ Niveau 1️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #d9d2e9;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>Appliquer </strong>le cadre fix&eacute; pour exercer les comp&eacute;tences vis&eacute;es, sans &ecirc;tre encore en mesure d&rsquo;op&eacute;rer de fa&ccedil;on intentionnelle et r&eacute;currente des choix pertinents dans les situations professionnelles rencontr&eacute;es. Les principaux &eacute;l&eacute;ments sont appr&eacute;hend&eacute;s, mais un soutien ou un conseil demeure n&eacute;cessaire pour construire l&rsquo;enseignement ou ajuster le comportement de mani&egrave;re autonome et responsable.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C3-P1,BCC-NEO-C3-P1-L2,BCC3.1 ⭐⭐ Niveau 2️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #b4a7d6;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>Ma&icirc;triser </strong>suffisamment les bases des comp&eacute;tences vis&eacute;es pour agir de fa&ccedil;on autonome, anticiper et effectuer des choix professionnels appropri&eacute;s. La pertinence du travail est rep&eacute;r&eacute;e dans la plupart des situations rencontr&eacute;es, ainsi que la d&eacute;ontologie et la capacit&eacute; d&rsquo;auto&eacute;valuation pour am&eacute;liorer la pratique.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C3-P1,BCC-NEO-C3-P1-L3,BCC3.1 ⭐⭐⭐ Niveau 3️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #8e7cc3;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>Exercer </strong>les comp&eacute;tences vis&eacute;es de mani&egrave;re combin&eacute;e et efficace dans la dur&eacute;e. Les choix pertinents sont op&eacute;r&eacute;s et mis en &oelig;uvre de fa&ccedil;on adapt&eacute;e aux situations professionnelles rencontr&eacute;es, y compris en contexte impr&eacute;visible.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C3-P1,BCC-NEO-C3-P1-L4,BCC3.1 ⭐⭐⭐⭐ Niveau 4️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #674ea7;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>D&eacute;montrer </strong>la capacit&eacute; &agrave; mobiliser les comp&eacute;tences vis&eacute;es de mani&egrave;re interreli&eacute;e pour appr&eacute;hender et g&eacute;rer un contexte professionnel complexe, tout en faisant preuve d&rsquo;ing&eacute;niosit&eacute; p&eacute;dagogique afin de faire &eacute;voluer le cadre dans le respect des principes &eacute;thiques.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C3-P2,BCC-NEO-C3-P2-L1,BCC3.2 ⭐ Niveau 1️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #d9d2e9;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>Appliquer </strong>le cadre fix&eacute; pour exercer les comp&eacute;tences vis&eacute;es, sans &ecirc;tre encore en mesure d&rsquo;op&eacute;rer de fa&ccedil;on intentionnelle et r&eacute;currente des choix pertinents dans les situations professionnelles rencontr&eacute;es. Les principaux &eacute;l&eacute;ments sont appr&eacute;hend&eacute;s, mais un soutien ou un conseil demeure n&eacute;cessaire pour construire l&rsquo;enseignement ou ajuster le comportement de mani&egrave;re autonome et responsable.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C3-P2,BCC-NEO-C3-P2-L2,BCC3.2 ⭐⭐ Niveau 2️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #b4a7d6;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>Ma&icirc;triser </strong>suffisamment les bases des comp&eacute;tences vis&eacute;es pour agir de fa&ccedil;on autonome, anticiper et effectuer des choix professionnels appropri&eacute;s. La pertinence du travail est rep&eacute;r&eacute;e dans la plupart des situations rencontr&eacute;es, ainsi que la d&eacute;ontologie et la capacit&eacute; d&rsquo;auto&eacute;valuation pour am&eacute;liorer la pratique.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C3-P2,BCC-NEO-C3-P2-L3,BCC3.2 ⭐⭐⭐ Niveau 3️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #8e7cc3;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>Exercer </strong>les comp&eacute;tences vis&eacute;es de mani&egrave;re combin&eacute;e et efficace dans la dur&eacute;e. Les choix pertinents sont op&eacute;r&eacute;s et mis en &oelig;uvre de fa&ccedil;on adapt&eacute;e aux situations professionnelles rencontr&eacute;es, y compris en contexte impr&eacute;visible.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C3-P2,BCC-NEO-C3-P2-L4,BCC3.2 ⭐⭐⭐⭐ Niveau 4️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #674ea7;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>D&eacute;montrer </strong>la capacit&eacute; &agrave; mobiliser les comp&eacute;tences vis&eacute;es de mani&egrave;re interreli&eacute;e pour appr&eacute;hender et g&eacute;rer un contexte professionnel complexe, tout en faisant preuve d&rsquo;ing&eacute;niosit&eacute; p&eacute;dagogique afin de faire &eacute;voluer le cadre dans le respect des principes &eacute;thiques.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C3-P3,BCC-NEO-C3-P3-L1,BCC3.3 ⭐ Niveau 1️⃣,,,,,,,,,,,
BCC-NEO-C3-P3,BCC-NEO-C3-P3-L2,BCC3.3 ⭐⭐ Niveau 2️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #b4a7d6;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>Ma&icirc;triser </strong>suffisamment les bases des comp&eacute;tences vis&eacute;es pour agir de fa&ccedil;on autonome, anticiper et effectuer des choix professionnels appropri&eacute;s. La pertinence du travail est rep&eacute;r&eacute;e dans la plupart des situations rencontr&eacute;es, ainsi que la d&eacute;ontologie et la capacit&eacute; d&rsquo;auto&eacute;valuation pour am&eacute;liorer la pratique.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C3-P3,BCC-NEO-C3-P3-L3,BCC3.3 ⭐⭐⭐ Niveau 3️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #8e7cc3;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>Exercer </strong>les comp&eacute;tences vis&eacute;es de mani&egrave;re combin&eacute;e et efficace dans la dur&eacute;e. Les choix pertinents sont op&eacute;r&eacute;s et mis en &oelig;uvre de fa&ccedil;on adapt&eacute;e aux situations professionnelles rencontr&eacute;es, y compris en contexte impr&eacute;visible.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C3-P3,BCC-NEO-C3-P3-L4,BCC3.3 ⭐⭐⭐⭐ Niveau 4️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #674ea7;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>D&eacute;montrer </strong>la capacit&eacute; &agrave; mobiliser les comp&eacute;tences vis&eacute;es de mani&egrave;re interreli&eacute;e pour appr&eacute;hender et g&eacute;rer un contexte professionnel complexe, tout en faisant preuve d&rsquo;ing&eacute;niosit&eacute; p&eacute;dagogique afin de faire &eacute;voluer le cadre dans le respect des principes &eacute;thiques.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C3-P4,BCC-NEO-C3-P4-L1,BCC3.4 ⭐ Niveau 1️⃣,,,,,,,,,,,
BCC-NEO-C3-P4,BCC-NEO-C3-P4-L2,BCC3.4 ⭐⭐ Niveau 2️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #b4a7d6;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>Ma&icirc;triser </strong>suffisamment les bases des comp&eacute;tences vis&eacute;es pour agir de fa&ccedil;on autonome, anticiper et effectuer des choix professionnels appropri&eacute;s. La pertinence du travail est rep&eacute;r&eacute;e dans la plupart des situations rencontr&eacute;es, ainsi que la d&eacute;ontologie et la capacit&eacute; d&rsquo;auto&eacute;valuation pour am&eacute;liorer la pratique.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C3-P4,BCC-NEO-C3-P4-L3,BCC3.4 ⭐⭐⭐ Niveau 3️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #8e7cc3;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>Exercer </strong>les comp&eacute;tences vis&eacute;es de mani&egrave;re combin&eacute;e et efficace dans la dur&eacute;e. Les choix pertinents sont op&eacute;r&eacute;s et mis en &oelig;uvre de fa&ccedil;on adapt&eacute;e aux situations professionnelles rencontr&eacute;es, y compris en contexte impr&eacute;visible.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C3-P4,BCC-NEO-C3-P4-L4,BCC3.4 ⭐⭐⭐⭐ Niveau 4️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #674ea7;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>D&eacute;montrer </strong>la capacit&eacute; &agrave; mobiliser les comp&eacute;tences vis&eacute;es de mani&egrave;re interreli&eacute;e pour appr&eacute;hender et g&eacute;rer un contexte professionnel complexe, tout en faisant preuve d&rsquo;ing&eacute;niosit&eacute; p&eacute;dagogique afin de faire &eacute;voluer le cadre dans le respect des principes &eacute;thiques.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C3-P5,BCC-NEO-C3-P5-L1,BCC3.5 ⭐ Niveau 1️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #d9d2e9;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>Appliquer </strong>le cadre fix&eacute; pour exercer les comp&eacute;tences vis&eacute;es, sans &ecirc;tre encore en mesure d&rsquo;op&eacute;rer de fa&ccedil;on intentionnelle et r&eacute;currente des choix pertinents dans les situations professionnelles rencontr&eacute;es. Les principaux &eacute;l&eacute;ments sont appr&eacute;hend&eacute;s, mais un soutien ou un conseil demeure n&eacute;cessaire pour construire l&rsquo;enseignement ou ajuster le comportement de mani&egrave;re autonome et responsable.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C3-P5,BCC-NEO-C3-P5-L2,BCC3.5 ⭐⭐ Niveau 2️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #b4a7d6;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>Ma&icirc;triser </strong>suffisamment les bases des comp&eacute;tences vis&eacute;es pour agir de fa&ccedil;on autonome, anticiper et effectuer des choix professionnels appropri&eacute;s. La pertinence du travail est rep&eacute;r&eacute;e dans la plupart des situations rencontr&eacute;es, ainsi que la d&eacute;ontologie et la capacit&eacute; d&rsquo;auto&eacute;valuation pour am&eacute;liorer la pratique.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C3-P5,BCC-NEO-C3-P5-L3,BCC3.5 ⭐⭐⭐ Niveau 3️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #8e7cc3;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>Exercer </strong>les comp&eacute;tences vis&eacute;es de mani&egrave;re combin&eacute;e et efficace dans la dur&eacute;e. Les choix pertinents sont op&eacute;r&eacute;s et mis en &oelig;uvre de fa&ccedil;on adapt&eacute;e aux situations professionnelles rencontr&eacute;es, y compris en contexte impr&eacute;visible.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C3-P5,BCC-NEO-C3-P5-L4,BCC3.5 ⭐⭐⭐⭐ Niveau 4️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #674ea7;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>D&eacute;montrer </strong>la capacit&eacute; &agrave; mobiliser les comp&eacute;tences vis&eacute;es de mani&egrave;re interreli&eacute;e pour appr&eacute;hender et g&eacute;rer un contexte professionnel complexe, tout en faisant preuve d&rsquo;ing&eacute;niosit&eacute; p&eacute;dagogique afin de faire &eacute;voluer le cadre dans le respect des principes &eacute;thiques.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C4-P1,BCC-NEO-C4-P1-L1,BCC4.1 ⭐ Niveau 1️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #d9d2e9;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>Appliquer </strong>le cadre fix&eacute; pour exercer les comp&eacute;tences vis&eacute;es, sans &ecirc;tre encore en mesure d&rsquo;op&eacute;rer de fa&ccedil;on intentionnelle et r&eacute;currente des choix pertinents dans les situations professionnelles rencontr&eacute;es. Les principaux &eacute;l&eacute;ments sont appr&eacute;hend&eacute;s, mais un soutien ou un conseil demeure n&eacute;cessaire pour construire l&rsquo;enseignement ou ajuster le comportement de mani&egrave;re autonome et responsable.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C4-P1,BCC-NEO-C4-P1-L2,BCC4.1 ⭐⭐ Niveau 2️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #b4a7d6;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>Ma&icirc;triser </strong>suffisamment les bases des comp&eacute;tences vis&eacute;es pour agir de fa&ccedil;on autonome, anticiper et effectuer des choix professionnels appropri&eacute;s. La pertinence du travail est rep&eacute;r&eacute;e dans la plupart des situations rencontr&eacute;es, ainsi que la d&eacute;ontologie et la capacit&eacute; d&rsquo;auto&eacute;valuation pour am&eacute;liorer la pratique.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C4-P1,BCC-NEO-C4-P1-L3,BCC4.1 ⭐⭐⭐ Niveau 3,,,,,,,,,,,
BCC-NEO-C4-P1,BCC-NEO-C4-P1-L4,BCC4.1 ⭐⭐⭐⭐ Niveau 4️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #674ea7;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>D&eacute;montrer </strong>la capacit&eacute; &agrave; mobiliser les comp&eacute;tences vis&eacute;es de mani&egrave;re interreli&eacute;e pour appr&eacute;hender et g&eacute;rer un contexte professionnel complexe, tout en faisant preuve d&rsquo;ing&eacute;niosit&eacute; p&eacute;dagogique afin de faire &eacute;voluer le cadre dans le respect des principes &eacute;thiques.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C4-P2,BCC-NEO-C4-P2-L1,BCC4.2 ⭐ Niveau 1️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #d9d2e9;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>Appliquer </strong>le cadre fix&eacute; pour exercer les comp&eacute;tences vis&eacute;es, sans &ecirc;tre encore en mesure d&rsquo;op&eacute;rer de fa&ccedil;on intentionnelle et r&eacute;currente des choix pertinents dans les situations professionnelles rencontr&eacute;es. Les principaux &eacute;l&eacute;ments sont appr&eacute;hend&eacute;s, mais un soutien ou un conseil demeure n&eacute;cessaire pour construire l&rsquo;enseignement ou ajuster le comportement de mani&egrave;re autonome et responsable.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C4-P2,BCC-NEO-C4-P2-L2,BCC4.2 ⭐⭐ Niveau 2️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #b4a7d6;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>Ma&icirc;triser </strong>suffisamment les bases des comp&eacute;tences vis&eacute;es pour agir de fa&ccedil;on autonome, anticiper et effectuer des choix professionnels appropri&eacute;s. La pertinence du travail est rep&eacute;r&eacute;e dans la plupart des situations rencontr&eacute;es, ainsi que la d&eacute;ontologie et la capacit&eacute; d&rsquo;auto&eacute;valuation pour am&eacute;liorer la pratique.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C4-P2,BCC-NEO-C4-P2-L3,BCC4.2 ⭐⭐⭐ Niveau 3️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #8e7cc3;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>Exercer </strong>les comp&eacute;tences vis&eacute;es de mani&egrave;re combin&eacute;e et efficace dans la dur&eacute;e. Les choix pertinents sont op&eacute;r&eacute;s et mis en &oelig;uvre de fa&ccedil;on adapt&eacute;e aux situations professionnelles rencontr&eacute;es, y compris en contexte impr&eacute;visible.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C4-P2,BCC-NEO-C4-P2-L4,BCC4.2 ⭐⭐⭐⭐ Niveau 4️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #674ea7;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>D&eacute;montrer </strong>la capacit&eacute; &agrave; mobiliser les comp&eacute;tences vis&eacute;es de mani&egrave;re interreli&eacute;e pour appr&eacute;hender et g&eacute;rer un contexte professionnel complexe, tout en faisant preuve d&rsquo;ing&eacute;niosit&eacute; p&eacute;dagogique afin de faire &eacute;voluer le cadre dans le respect des principes &eacute;thiques.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C4-P3,BCC-NEO-C4-P3-L1,BCC4.3 ⭐ Niveau 1️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #d9d2e9;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>Appliquer </strong>le cadre fix&eacute; pour exercer les comp&eacute;tences vis&eacute;es, sans &ecirc;tre encore en mesure d&rsquo;op&eacute;rer de fa&ccedil;on intentionnelle et r&eacute;currente des choix pertinents dans les situations professionnelles rencontr&eacute;es. Les principaux &eacute;l&eacute;ments sont appr&eacute;hend&eacute;s, mais un soutien ou un conseil demeure n&eacute;cessaire pour construire l&rsquo;enseignement ou ajuster le comportement de mani&egrave;re autonome et responsable.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C4-P3,BCC-NEO-C4-P3-L2,BCC4.3 ⭐⭐ Niveau 2️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #b4a7d6;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>Ma&icirc;triser </strong>suffisamment les bases des comp&eacute;tences vis&eacute;es pour agir de fa&ccedil;on autonome, anticiper et effectuer des choix professionnels appropri&eacute;s. La pertinence du travail est rep&eacute;r&eacute;e dans la plupart des situations rencontr&eacute;es, ainsi que la d&eacute;ontologie et la capacit&eacute; d&rsquo;auto&eacute;valuation pour am&eacute;liorer la pratique.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C4-P3,BCC-NEO-C4-P3-L3,BCC4.3 ⭐⭐⭐ Niveau 3️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #8e7cc3;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>Exercer </strong>les comp&eacute;tences vis&eacute;es de mani&egrave;re combin&eacute;e et efficace dans la dur&eacute;e. Les choix pertinents sont op&eacute;r&eacute;s et mis en &oelig;uvre de fa&ccedil;on adapt&eacute;e aux situations professionnelles rencontr&eacute;es, y compris en contexte impr&eacute;visible.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C4-P3,BCC-NEO-C4-P3-L4,BCC4.3 ⭐⭐⭐⭐ Niveau 4️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #674ea7;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>D&eacute;montrer </strong>la capacit&eacute; &agrave; mobiliser les comp&eacute;tences vis&eacute;es de mani&egrave;re interreli&eacute;e pour appr&eacute;hender et g&eacute;rer un contexte professionnel complexe, tout en faisant preuve d&rsquo;ing&eacute;niosit&eacute; p&eacute;dagogique afin de faire &eacute;voluer le cadre dans le respect des principes &eacute;thiques.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C4-P4,BCC-NEO-C4-P4-L1,BCC4.4 ⭐ Niveau 1️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #d9d2e9;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>Appliquer </strong>le cadre fix&eacute; pour exercer les comp&eacute;tences vis&eacute;es, sans &ecirc;tre encore en mesure d&rsquo;op&eacute;rer de fa&ccedil;on intentionnelle et r&eacute;currente des choix pertinents dans les situations professionnelles rencontr&eacute;es. Les principaux &eacute;l&eacute;ments sont appr&eacute;hend&eacute;s, mais un soutien ou un conseil demeure n&eacute;cessaire pour construire l&rsquo;enseignement ou ajuster le comportement de mani&egrave;re autonome et responsable.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C4-P4,BCC-NEO-C4-P4-L2,BCC4.4 ⭐⭐ Niveau 2️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #b4a7d6;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>Ma&icirc;triser </strong>suffisamment les bases des comp&eacute;tences vis&eacute;es pour agir de fa&ccedil;on autonome, anticiper et effectuer des choix professionnels appropri&eacute;s. La pertinence du travail est rep&eacute;r&eacute;e dans la plupart des situations rencontr&eacute;es, ainsi que la d&eacute;ontologie et la capacit&eacute; d&rsquo;auto&eacute;valuation pour am&eacute;liorer la pratique.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C4-P4,BCC-NEO-C4-P4-L3,BCC4.4 ⭐⭐⭐ Niveau 3️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #8e7cc3;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>Exercer </strong>les comp&eacute;tences vis&eacute;es de mani&egrave;re combin&eacute;e et efficace dans la dur&eacute;e. Les choix pertinents sont op&eacute;r&eacute;s et mis en &oelig;uvre de fa&ccedil;on adapt&eacute;e aux situations professionnelles rencontr&eacute;es, y compris en contexte impr&eacute;visible.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C4-P4,BCC-NEO-C4-P4-L4,BCC4.4 ⭐⭐⭐⭐ Niveau 4️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #674ea7;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>D&eacute;montrer </strong>la capacit&eacute; &agrave; mobiliser les comp&eacute;tences vis&eacute;es de mani&egrave;re interreli&eacute;e pour appr&eacute;hender et g&eacute;rer un contexte professionnel complexe, tout en faisant preuve d&rsquo;ing&eacute;niosit&eacute; p&eacute;dagogique afin de faire &eacute;voluer le cadre dans le respect des principes &eacute;thiques.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C4-P5,BCC-NEO-C4-P5-L1,BCC4.5 ⭐ Niveau 1️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #d9d2e9;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>Appliquer </strong>le cadre fix&eacute; pour exercer les comp&eacute;tences vis&eacute;es, sans &ecirc;tre encore en mesure d&rsquo;op&eacute;rer de fa&ccedil;on intentionnelle et r&eacute;currente des choix pertinents dans les situations professionnelles rencontr&eacute;es. Les principaux &eacute;l&eacute;ments sont appr&eacute;hend&eacute;s, mais un soutien ou un conseil demeure n&eacute;cessaire pour construire l&rsquo;enseignement ou ajuster le comportement de mani&egrave;re autonome et responsable.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
BCC-NEO-C4-P5,BCC-NEO-C4-P5-L2,BCC4.5 ⭐⭐ Niveau 2️⃣,"<div class=""container"" style=""border: dashed 2px black; padding-top: 1em; background: #b4a7d6;"">
<div class=""row"">
<div class=""col-md-12"">
<div class=""card mb-3"">
<div class=""card-body"" style=""text-align: justify;"">
<p><strong>Ma&icirc;triser </strong>suffisamment les bases des comp&eacute;tences vis&eacute;es pour agir de fa&ccedil;on autonome, anticiper et effectuer des choix professionnels appropri&eacute;s. La pertinence du travail est rep&eacute;r&eacute;e dans la plupart des situations rencontr&eacute;es, ainsi que la d&eacute;ontologie et la capacit&eacute; d&rsquo;auto&eacute;valuation pour am&eacute;liorer la pratique.</p>
</div>
</div>
</div>
</div>
</div>",,,,,,,,,,
